ANO_ELEICAO,DT_ELEICAO,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_SECAO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS,NR_LOCAL_VOTACAO
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,304,44444,ANDERSON CARNEIRO DA SILVA,5,2038
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,306,44444,ANDERSON CARNEIRO DA SILVA,1,2046
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,307,44444,ANDERSON CARNEIRO DA SILVA,1,2054
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,309,44444,ANDERSON CARNEIRO DA SILVA,3,2038
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,312,44444,ANDERSON CARNEIRO DA SILVA,7,2038
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,313,44444,ANDERSON CARNEIRO DA SILVA,1,2054
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,314,44444,ANDERSON CARNEIRO DA SILVA,9,2038
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,315,44444,ANDERSON CARNEIRO DA SILVA,2,2046
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,317,44444,ANDERSON CARNEIRO DA SILVA,1,2062
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,319,44444,ANDERSON CARNEIRO DA SILVA,1,1961
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,321,44444,ANDERSON CARNEIRO DA SILVA,1,1996
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,325,44444,ANDERSON CARNEIRO DA SILVA,4,2038
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,329,44444,ANDERSON CARNEIRO DA SILVA,3,2011
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,330,44444,ANDERSON CARNEIRO DA SILVA,7,2038
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,332,44444,ANDERSON CARNEIRO DA SILVA,1,2020
2016,02/10/2016,SP,70750,SÃO BERNARDO DO CAMPO,70750,SÃO BERNARDO DO CAMPO,174,333,44444,ANDERSON CARNEIRO DA SILVA,5,2038
